TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
36,126903,4,4900005015,1,DSD GROCERY,9570
37,188560,7,2740026499,1,DAIRY,1221
3,265,5,60538819035,1,FINANCIAL SERVICES,1000
36,66232,1,72225250003,1,PHARMACY OTC,549
38,61312,7,2100060471,1,DAIRY,7958
37,55404,6,69922162117,1,COMM BREAD,3729
37,57636,7,7874222869,1,DAIRY,7958
38,106503,7,1480064609,1,DSD GROCERY,4644
5,156868,2,7874209357,1,PHARMACY OTC,3516
38,47595,5,4850001829,2,DAIRY,1404
38,166698,3,3000005040,2,GROCERY DRY GOODS,4102
5,100347,7,7418226258,1,PERSONAL CARE,4946
36,35945,3,3500068045,1,PERSONAL CARE,403
5,99208,6,5735533553,3,FABRICS AND CRAFTS,8029
37,88669,5,88828940190,1,PRODUCE,1221
36,61431,7,7940034219,1,PERSONAL CARE,27
36,53067,6,3800057608,1,GROCERY DRY GOODS,3600
3,71431,2,68113189617,1,FINANCIAL SERVICES,0
37,108352,1,8312000311,1,"LIQUOR,WINE,BEER",2201
36,173929,5,6700888103,1,CELEBRATION,56
37,136069,5,71575630009,1,PRODUCE,3505
36,54765,6,1700012208,1,BEAUTY,1410
38,183023,6,7874211433,2,DSD GROCERY,3502
37,62764,7,3663202730,1,DAIRY,1450
36,132540,5,30521500700,1,PERSONAL CARE,3010
5,70748,2,30169183402,1,PHARMACY RX,4822
36,126493,4,68113102423,1,PHARMACY OTC,4020
36,140780,6,60308421512,1,PERSONAL CARE,5024
36,95675,6,7874200946,2,FROZEN FOODS,1752
3,43293,5,60538862128,1,FINANCIAL SERVICES,0
38,162032,3,4850001833,1,DAIRY,1404
38,184317,6,88491200392,1,GROCERY DRY GOODS,3555
37,103392,7,7033071300,1,PERSONAL CARE,1411
5,34132,3,1016444094,1,OPTICAL - FRAMES,5012
38,30057,2,7874211433,2,DSD GROCERY,3502
37,169170,4,7367503508,1,PRE PACKED DELI,7252
37,127078,4,9898,1,BAKERY,5005
37,104546,7,22591600000,1,MEAT - FRESH & FROZEN,3103
37,48009,5,68113107095,2,BAKERY,4010
5,35654,3,1101740507,1,PHARMACY OTC,3714
3,156823,2,60538896309,2,FINANCIAL SERVICES,276
37,57355,7,78533172246,1,PRE PACKED DELI,7201
37,175294,5,7835557001,1,DAIRY,1431
38,2078,5,7524310890,1,DAIRY,1354
38,165590,3,64312604011,1,PRODUCE,5501
3,181520,6,60538812236,1,FINANCIAL SERVICES,278
37,92430,5,6827473529,1,DSD GROCERY,2351
3,46853,5,60538812236,1,FINANCIAL SERVICES,278
38,113108,2,2100001699,1,GROCERY DRY GOODS,4601
37,8214,6,4345607690,1,GROCERY DRY GOODS,4292
37,79553,3,67293581063,1,PERSONAL CARE,808
37,156572,2,7049121323,1,DSD GROCERY,4614
36,16266,7,7874237417,1,DAIRY,7955
37,128613,4,72722341879,1,CELEBRATION,5507
36,118336,2,1111161011,1,PERSONAL CARE,3181
3,6330,6,60538896309,1,FINANCIAL SERVICES,276
36,152134,1,7780255672,1,BEAUTY,2267
37,66539,1,4036,1,PRODUCE,2500
37,154502,1,4062,1,PRODUCE,8104
37,170002,4,2924300007,1,GROCERY DRY GOODS,2997
36,112266,1,7940026700,1,PERSONAL CARE,5491
38,159686,2,7874205859,1,GROCERY DRY GOODS,3306
37,57203,7,68113138748,1,PRODUCE,6801
37,141736,6,73114965038,1,SEAFOOD,1078
38,146988,7,4900005014,1,DSD GROCERY,9570
37,185095,7,2113180038,1,FROZEN FOODS,1901
36,20885,1,2240062366,1,PERSONAL CARE,5220
36,54908,6,7874203524,2,DSD GROCERY,9220
37,175954,5,7432309149,1,COMM BREAD,3702
37,118976,3,3663200839,1,DAIRY,1450
38,27647,2,30041010145,1,PERSONAL CARE,404
37,13414,7,7874235187,1,DAIRY,1508
36,109538,1,7940035935,1,PERSONAL CARE,109
37,129929,4,4062,1,PRODUCE,8104
37,92956,5,7874207564,1,GROCERY DRY GOODS,3559
37,62764,7,2840005509,1,DSD GROCERY,3352
37,115302,2,88828940302,1,PRODUCE,1215
36,70989,2,7874201062,1,FROZEN FOODS,1851
5,7022,6,38137005635,1,PHARMACY OTC,3516
37,134345,5,3729791447,1,GROCERY DRY GOODS,2707
37,123932,3,4688,1,PRODUCE,8103
38,3173,5,4048,1,PRODUCE,901
36,59695,7,82342079807,1,FABRICS AND CRAFTS,421
37,19527,7,1204403891,-1,PERSONAL CARE,60
37,183556,6,2100061223,1,DAIRY,7974
37,92048,5,5210074862,1,GROCERY DRY GOODS,4273
36,155687,1,60538816338,1,SHOES,8960
38,153286,1,5100020644,1,DSD GROCERY,4650
5,81924,4,3450063210,1,DAIRY,1507
36,47091,5,4145707077,1,PERSONAL CARE,5109
5,71911,2,8.81E+11,1,LADIESWEAR,610
5,106406,7,7432309750,1,GROCERY DRY GOODS,3682
36,167442,4,2240064196,1,PERSONAL CARE,5015
36,123381,3,4000000432,1,IMPULSE MERCHANDISE,115
38,55588,6,72243014016,2,DAIRY,1408
37,151483,1,69922162117,1,COMM BREAD,3729
37,9691,6,68113132898,1,PRODUCE,7025
37,123018,3,4062,1,PRODUCE,8104
37,145211,7,7680000693,1,DAIRY,8004
37,36280,3,7096900009,1,PRODUCE,4066
37,85356,4,4159,1,PRODUCE,4038
36,109096,1,60538862097,1,FINANCIAL SERVICES,0
38,190881,7,4240014870,1,GROCERY DRY GOODS,3630
38,36487,3,1600043471,1,GROCERY DRY GOODS,3600
37,64662,1,4011,1,PRODUCE,5501
36,10087,6,7940038057,1,PERSONAL CARE,9101
37,103825,7,1200001311,2,DSD GROCERY,9205
38,105560,7,7680000691,2,DAIRY,8004
36,86008,4,7161049949,1,"CANDY, TOBACCO, COOKIES",8430
36,46713,5,73385497816,1,BEAUTY,3100
38,145792,7,8390000538,1,DAIRY,1405
36,127310,4,7290200440,1,PERSONAL CARE,5111
3,101744,7,60538896309,1,FINANCIAL SERVICES,276
37,113311,2,4889,1,PRODUCE,7907
37,141089,6,7874201228,1,COMM BREAD,3712
37,143666,7,3338365020,1,PRODUCE,7501
37,81896,4,8526408631,2,COMM BREAD,2200
38,168950,4,2733100625,1,DAIRY,7962
38,44169,5,4180013500,1,FROZEN FOODS,1654
36,494,5,30041669425,2,PERSONAL CARE,403
37,101825,7,3338366602,1,PRODUCE,7700
37,177632,5,71106954190,1,PRODUCE,8109
3,10385,6,60538802945,1,IMPULSE MERCHANDISE,1001
37,68206,1,2924300001,2,GROCERY DRY GOODS,2997
36,126474,4,4131,1,PRODUCE,1213
36,171864,4,81379801145,1,IMPULSE MERCHANDISE,350
36,107776,1,7033071417,1,PERSONAL CARE,1411
37,2702,5,4065,1,PRODUCE,8101
38,62128,7,4133382501,1,IMPULSE MERCHANDISE,904
36,12504,6,2200000845,1,IMPULSE MERCHANDISE,135
38,61391,7,4011,1,PRODUCE,5501
36,103017,7,3700086857,1,INFANT CONSUMABLE HARDLINES,225
38,35912,3,60538862128,1,FINANCIAL SERVICES,0
37,50692,6,4693,1,PRODUCE,4450
36,69577,2,3500076373,1,PERSONAL CARE,203
37,121301,3,22592200000,1,MEAT - FRESH & FROZEN,1301
3,49336,6,60538862128,1,FINANCIAL SERVICES,0
36,118190,2,84004019218,1,PERSONAL CARE,404
38,78173,3,7874235186,1,DAIRY,1508
37,35268,3,68113132886,1,PRODUCE,8205
37,14159,7,1115207180,1,GROCERY DRY GOODS,2261
37,9193,6,1800000318,1,DAIRY,1305
38,97400,6,68113157393,1,HOUSEHOLD PAPER GOODS,7010
36,36070,3,7017715403,1,GROCERY DRY GOODS,3352
36,80925,3,3700042688,1,PHARMACY OTC,271
37,8434,6,6414460244,1,GROCERY DRY GOODS,2812
36,185358,7,4160800256,1,PHARMACY OTC,4511
36,70429,2,2279691422,1,PERSONAL CARE,5047
5,91127,5,68113145680,2,OPTICAL - FRAMES,3207
3,60759,7,3700007133,1,PERSONAL CARE,5050
38,139116,6,3500047282,1,HOUSEHOLD CHEMICALS/SUPP,130
38,132138,5,60538871461,2,DAIRY,9101
37,146293,7,61126971646,2,DSD GROCERY,3467
38,53357,6,7874235188,1,DAIRY,1508
36,42615,4,2000010165,1,GROCERY DRY GOODS,2805
37,35620,3,5200033876,1,DSD GROCERY,4606
5,179353,6,63165650022,8,PHARMACY OTC,530
37,16627,7,22098400000,1,MEAT - FRESH & FROZEN,6164
36,59805,7,6233893182,1,HOUSEHOLD CHEMICALS/SUPP,8945
37,61203,7,60538818717,1,DAIRY,1503
38,136091,5,2733100034,1,COMM BREAD,3734
5,74524,2,68113105724,1,PHARMACY OTC,1002
36,154472,1,65356928987,1,TOYS,8007
38,137959,6,8.81E+11,1,INFANT APPAREL,6359
38,37313,3,7047000303,1,DAIRY,1351
37,69235,1,4705,1,PRODUCE,4462
38,27453,2,2070930005,1,"CANDY, TOBACCO, COOKIES",35
36,148842,7,3660081371,1,PHARMACY OTC,1181
37,66551,1,7932265549,1,PRODUCE,7802
36,161904,3,30521001400,1,BEAUTY,4503
37,17252,7,2733100708,1,DAIRY,9085
36,9016,6,2800013170,1,IMPULSE MERCHANDISE,100
37,170061,4,7874298552,1,BAKERY,3024
37,76669,3,4112900005,1,GROCERY DRY GOODS,2400
36,129633,4,7124925308,2,PERSONAL CARE,5305
36,31658,3,7910050742,1,PETS AND SUPPLIES,823
37,189209,7,4135,1,PRODUCE,1214
36,101687,7,30187137127,1,BEAUTY,4020
3,97716,6,60538896309,2,FINANCIAL SERVICES,276
37,62396,7,3700085736,1,HOUSEHOLD PAPER GOODS,3015
38,115704,2,5200032673,1,DSD GROCERY,4606
38,30045,2,2200000891,1,IMPULSE MERCHANDISE,135
37,2168,5,4900005010,2,DSD GROCERY,9570
38,31917,3,3090000358,1,DAIRY,7953
5,61109,7,2260002930,1,PHARMACY OTC,1100
37,187323,7,60538816909,1,SHOES,1910
5,173934,5,4203710363,1,PHARMACY OTC,2152
38,61641,7,4750001557,1,IMPULSE MERCHANDISE,601
38,72358,2,32586610504,1,PHARMACY OTC,2015
5,142889,6,32390001035,1,PHARMACY OTC,1213
36,54467,6,1111117265,1,PERSONAL CARE,9113
5,75433,3,31074201074,1,PHARMACY OTC,1543
37,54595,6,7224013387,1,PRODUCE,3105
37,127219,4,7874235187,1,DAIRY,1508
38,70622,2,4150000042,1,GROCERY DRY GOODS,2302
36,102899,7,7666000130,1,PERSONAL CARE,702
38,14134,7,2800054613,1,GROCERY DRY GOODS,4292
5,25137,1,30081074688,1,PHARMACY OTC,3514
5,167995,4,9742155933,1,PHARMACY OTC,533
37,145821,7,88828940302,1,PRODUCE,1215
37,80466,3,3710268600,1,PRODUCE,6930
38,166503,3,2500005544,1,DAIRY,1404
36,34747,3,60538862097,1,FINANCIAL SERVICES,0
38,16531,7,7874235186,1,DAIRY,1508
37,13431,7,3800057634,1,GROCERY DRY GOODS,3559
37,96117,6,75166677005,1,PRODUCE,7804
38,140646,6,76770700223,1,DAIRY,1202
37,114916,2,1590013401,1,PRE PACKED DELI,7501
5,22314,1,7874209111,3,PHARMACY OTC,2106
37,52051,6,4920004550,1,GROCERY DRY GOODS,4451
37,100997,7,1312000828,1,FROZEN FOODS,1801
37,145211,7,4050,1,PRODUCE,6501
37,89294,5,4074,1,PRODUCE,4160
5,126819,4,7069390033,1,HOME MANAGEMENT,8478
36,148783,7,3660081481,1,IMPULSE MERCHANDISE,338
37,108803,1,22591000000,1,MEAT - FRESH & FROZEN,6300
38,88561,5,7146424060,1,PRODUCE,7916
37,141089,6,5450019329,1,PRE PACKED DELI,7508
37,134492,5,71514172928,1,DAIRY,9020
38,64446,1,60538871457,1,DAIRY,9100
36,95636,6,7214011020,1,BEAUTY,4020
37,64950,1,20170300000,1,MEAT - FRESH & FROZEN,6582
36,82301,4,7124926589,1,PERSONAL CARE,5205
5,110637,1,7535331854,1,PAINT AND ACCESSORIES,1002
38,132489,5,3400000847,1,IMPULSE MERCHANDISE,135
37,107375,1,4827,1,PRODUCE,4160
37,147247,7,22679500000,1,MEAT - FRESH & FROZEN,6009
38,94686,6,2113150124,2,FROZEN FOODS,1903
38,170528,4,7279903542,1,IMPULSE MERCHANDISE,125
37,117058,2,3421,1,PRODUCE,6425
5,56268,7,30045021230,1,PHARMACY OTC,2401
37,30124,2,4011,1,PRODUCE,5501
38,43616,5,1200000130,2,DSD GROCERY,9547
37,145412,7,4011,1,PRODUCE,5501
36,179700,6,1254733948,1,PERSONAL CARE,820
37,95181,6,7314912008,1,HOME MANAGEMENT,5412
36,119453,3,1254600195,1,"CANDY, TOBACCO, COOKIES",221
3,81729,4,60538887953,1,FINANCIAL SERVICES,285
36,72048,2,7830007030,1,PHARMACY OTC,255
36,5968,5,68113103499,1,BEAUTY,4541
38,133109,5,88810913029,1,COMM BREAD,3723
38,95957,6,2500005544,1,DAIRY,1404
37,43982,5,4077,1,PRODUCE,8303
37,92287,5,22557600000,1,MEAT - FRESH & FROZEN,6005
38,157800,2,5200032673,1,DSD GROCERY,4606
37,11930,6,7047000312,1,DAIRY,1351
37,53916,6,3800040320,1,FROZEN FOODS,2112
5,28028,2,30087086644,1,PHARMACY OTC,603
36,150902,1,73216832145,1,PERSONAL CARE,107
38,112175,1,2924300008,1,GROCERY DRY GOODS,2997
5,169649,4,18053000089,1,PHARMACY OTC,528
36,48972,5,7410855708,1,PERSONAL CARE,5111
36,97866,6,8680012455,1,BEAUTY,6820
37,49040,5,4400003111,1,DSD GROCERY,3717
37,146176,7,4470007502,1,PRE PACKED DELI,7508
37,21881,1,75103870850,1,MENSWEAR,8156
37,153647,1,66144000021,1,GROCERY DRY GOODS,4451
38,186752,7,2733100502,1,DAIRY,7962
36,174186,5,88882340079,1,MENSWEAR,3638
36,20885,1,3700031972,1,PERSONAL CARE,9106
37,38994,4,4087,1,PRODUCE,7803
38,25133,1,9147540799,2,DAIRY,1405
37,147070,7,7146410017,1,PRODUCE,7652
37,76014,3,7874237147,1,GROCERY DRY GOODS,3818
36,129358,4,7940024290,1,PERSONAL CARE,60
37,97859,6,1115223835,1,GROCERY DRY GOODS,2255
37,70508,2,7874208677,2,GROCERY DRY GOODS,2805
37,175294,5,8668810018,1,FROZEN FOODS,1801
38,85816,4,7064000663,1,FROZEN FOODS,1855
37,31142,2,3700086803,1,HOUSEHOLD PAPER GOODS,3070
38,72959,2,81547301465,1,DAIRY,7978
5,80370,3,4900000977,1,DSD GROCERY,9211
36,5924,5,7602630675,1,COOK AND DINE,2067
3,369,5,68113176761,1,FINANCIAL SERVICES,283
37,176873,5,7373100830,1,COMM BREAD,3706
38,185105,7,63204510610,3,PRODUCE,3505
5,96464,6,7314971769,1,HOME MANAGEMENT,6600
38,177596,5,1800000512,1,DAIRY,1305
3,10437,6,60538812237,1,FINANCIAL SERVICES,277
3,123431,3,60538819035,1,FINANCIAL SERVICES,1000
37,16438,7,4066,1,PRODUCE,8207
3,456,5,83032400696,1,IMPULSE MERCHANDISE,1749
38,176623,5,2430004107,1,COMM BREAD,3707
37,96166,6,4062,1,PRODUCE,8104
38,62242,7,4508422302,1,BAKERY,6005
36,150312,1,30997608646,1,BEAUTY,3502
37,111832,1,4693,1,PRODUCE,4450
38,48490,5,3000031836,1,GROCERY DRY GOODS,3505
37,19527,7,2840006408,2,DSD GROCERY,7002
38,142761,6,3600031811,1,INFANT CONSUMABLE HARDLINES,9001
38,63471,1,2529300228,1,DAIRY,1511
38,89038,5,1600041651,1,GROCERY DRY GOODS,3559
37,101814,7,4011,2,PRODUCE,5501
37,169170,4,6827492714,1,DSD GROCERY,9214
36,94868,6,7431974011,1,OFFICE SUPPLIES,3548
38,90644,5,7874209212,2,HOUSEHOLD PAPER GOODS,7020
38,10222,6,3800059655,1,GROCERY DRY GOODS,3600
37,190203,7,4920004550,1,GROCERY DRY GOODS,4451
5,13955,7,60538871461,1,DAIRY,9101
36,146721,7,7160315000,1,BEAUTY,3501
37,160066,2,4087,1,PRODUCE,7803
38,30134,2,7874235202,2,DAIRY,1515
37,189303,7,1450001427,1,FROZEN FOODS,1750
36,171533,4,200000150,1,PETS AND SUPPLIES,1948
38,126827,4,2400016302,1,GROCERY DRY GOODS,2804
37,148168,7,60538871461,1,DAIRY,9101
5,22061,1,2260000006,1,PHARMACY OTC,4006
36,114188,2,3500078279,1,PERSONAL CARE,211
38,174393,5,3760017534,2,GROCERY DRY GOODS,2952
38,190368,7,4610000717,1,DAIRY,7953
38,164692,3,7047000570,1,DAIRY,1343
37,170233,4,3338320060,1,PRODUCE,3606
36,37823,4,8087817702,1,PERSONAL CARE,5260
37,12806,6,5410722101,1,PRODUCE,3108
38,98204,6,3800093772,1,GROCERY DRY GOODS,3600
38,141782,6,7874235186,1,DAIRY,1508
37,70147,2,4011,1,PRODUCE,5501
3,112065,1,68113163353,1,FINANCIAL SERVICES,277
5,176735,5,5058610802,1,PERSONAL CARE,5055
37,168938,4,7453490164,1,FROZEN FOODS,1855
36,60471,7,1111126270,1,PERSONAL CARE,3163
37,44148,5,1630016566,1,DAIRY,1404
37,139552,6,6827473441,1,DSD GROCERY,2351
38,55786,6,30521500700,1,PERSONAL CARE,3010
38,169204,4,4011,1,PRODUCE,5501
37,151700,1,3890204450,2,AUTOMOTIVE,911
38,116440,2,5150001229,1,GROCERY DRY GOODS,2602
36,94274,6,3700006199,1,PERSONAL CARE,5050
5,135116,5,31011900252,2,PHARMACY OTC,1502
38,163793,3,4400003210,1,IMPULSE MERCHANDISE,804
5,6841,6,2428615051,1,PHARMACY OTC,4078
38,142460,6,7146430251,1,PRODUCE,7916
37,65346,1,4154861004,1,FROZEN FOODS,1855
3,164,5,68113163351,1,FINANCIAL SERVICES,275
38,158768,2,2500004786,1,DAIRY,1406
36,9027,6,7418229094,1,PERSONAL CARE,3185
38,1895,5,5000016011,2,GROCERY DRY GOODS,3251
38,62714,7,4610000715,1,DAIRY,7953
37,191048,7,69922162117,3,COMM BREAD,3729
38,159256,2,2325466751,1,GROCERY DRY GOODS,4253
37,128740,4,7874235187,1,DAIRY,1508
5,161348,3,7464130062,1,PRODUCE,5963
38,16531,7,4400003215,1,IMPULSE MERCHANDISE,804
38,136207,5,2840004177,1,IMPULSE MERCHANDISE,807
36,140780,6,7124921060,1,PERSONAL CARE,5310
37,67150,1,4178900121,1,GROCERY DRY GOODS,3120
3,42648,4,68113189617,1,FINANCIAL SERVICES,0
38,32540,3,4900005010,1,DSD GROCERY,9570
38,31922,3,1620033400,1,GROCERY DRY GOODS,4451
3,142271,6,60538887953,1,FINANCIAL SERVICES,285
38,22583,1,4011,2,PRODUCE,5501
36,106657,7,3400000246,1,IMPULSE MERCHANDISE,100
37,101825,7,4062,1,PRODUCE,8104
36,132461,5,7940018420,1,PERSONAL CARE,60
37,150829,1,20265400000,1,MEAT - FRESH & FROZEN,6038
5,149290,7,65006600048,1,PHARMACY OTC,4084
37,62782,7,4450034171,1,PRE PACKED DELI,7252
37,128400,4,3710267500,1,PRODUCE,6920
37,43705,5,4611,1,PRODUCE,4060
38,59837,7,2800027525,1,DSD GROCERY,4635
38,87062,5,3338365101,1,PRODUCE,7502
38,106427,7,7874212260,1,FROZEN FOODS,1851
36,187967,7,4155427594,1,BEAUTY,2250
38,152713,1,3500039016,1,HOUSEHOLD CHEMICALS/SUPP,2070
36,170392,4,3993826643,1,CELEBRATION,306
5,50077,6,8680086004,1,BEAUTY,6004
36,35234,3,31254742259,1,PERSONAL CARE,801
37,15111,7,30149032040,1,PHARMACY OTC,2126
37,23483,1,4050,1,PRODUCE,6501
37,143325,6,4150080505,1,GROCERY DRY GOODS,2219
37,83306,4,1590013401,1,PRE PACKED DELI,7501
37,60923,7,7047029423,1,DAIRY,1344
38,56664,7,9955500998,2,GROCERY DRY GOODS,3309
37,23207,1,2898978601,1,FROZEN FOODS,1908
37,51446,6,4046,1,PRODUCE,5620
5,9732,6,30573016930,1,PHARMACY OTC,2005
38,84350,4,22485600000,1,MEAT - FRESH & FROZEN,6185
37,6660,6,3421,1,PRODUCE,6425
38,79084,3,2500002653,1,DAIRY,1407
37,152493,1,4069,1,PRODUCE,8501
37,86621,4,7080004126,1,PRE PACKED DELI,7202
5,155916,2,72783381921,1,JEWELRY AND SUNGLASSES,6808
36,129666,4,68113102405,1,PHARMACY OTC,1356
37,141801,6,4087,1,PRODUCE,7803
37,80714,3,7097047123,1,"CANDY, TOBACCO, COOKIES",707
37,180249,6,4078,1,PRODUCE,8303
36,41004,4,88492010404,1,OFFICE SUPPLIES,6491
37,41286,4,7874235317,1,DAIRY,7955
5,109354,1,4036,1,PRODUCE,2500
38,132429,5,3338320027,1,PRODUCE,3601
37,154962,1,2920000214,1,GROCERY DRY GOODS,3901
38,5466,5,5150025362,1,GROCERY DRY GOODS,4402
36,182449,6,1111140471,1,PERSONAL CARE,3181
38,96482,6,4650074540,1,HOUSEHOLD CHEMICALS/SUPP,8910
36,150254,1,1910010994,1,BEAUTY,4010
5,9346,6,7402707506,1,GROCERY DRY GOODS,2702
36,168212,4,1311461586,1,PERSONAL CARE,5107
36,186183,7,7940018420,1,PERSONAL CARE,60
5,166428,3,1727622698,1,PHARMACY OTC,3515
36,139815,6,7680851437,4,GROCERY DRY GOODS,3940
37,17763,7,4100002253,1,GROCERY DRY GOODS,3808
5,114713,2,7874211548,1,GROCERY DRY GOODS,4250
5,171065,4,71628150724,1,AUTOMOTIVE,7190
37,133505,5,22616700000,1,MEAT - FRESH & FROZEN,3742
36,6988,6,68113170017,-1,PHARMACY OTC,1101
37,178904,6,1200000875,1,DSD GROCERY,9214
38,182819,6,88810911114,1,COMM BREAD,3705
38,8873,6,2620047180,1,DSD GROCERY,7902
37,31326,2,87606300566,1,PHARMACY OTC,528
3,123515,3,7603196926,-1,MENSWEAR,5207
37,62254,7,1600045891,1,GROCERY DRY GOODS,3554
36,113304,2,30041668098,1,PERSONAL CARE,403
3,51659,6,3470704547,1,ELECTRONICS,3215
5,156102,2,2200000484,1,IMPULSE MERCHANDISE,135
37,51446,6,4123411377,1,SEAFOOD,1004
37,73140,2,4321367617,1,BRAS & SHAPEWEAR,1912
37,72997,2,22699600000,1,MEAT - FRESH & FROZEN,6570
37,121965,3,4958,1,PRODUCE,701
37,12965,7,2791891223,1,PRODUCE,7503
37,98338,6,4812127707,1,COMM BREAD,3719
37,121813,3,30997869511,1,PERSONAL CARE,5365
37,147014,7,1800052190,1,DAIRY,1300
38,84517,4,5300000615,1,DAIRY,7958
38,184891,7,1254600470,2,IMPULSE MERCHANDISE,135
5,175189,5,7098937509,1,BOOKS AND MAGAZINES,333
38,184891,7,7045011864,3,DSD GROCERY,4647
36,69433,1,3500039374,1,HOUSEHOLD CHEMICALS/SUPP,2070
36,117560,2,66572107038,1,BATH AND SHOWER,1506
38,73313,2,7763304547,1,COMM BREAD,3701
36,67429,1,60538862097,1,FINANCIAL SERVICES,0
37,134567,5,3338365101,1,PRODUCE,7502
37,82892,4,5200033832,1,DSD GROCERY,4608
37,174305,5,5200020808,1,DSD GROCERY,4607
37,111233,1,22010700000,1,MEAT - FRESH & FROZEN,6085
38,109138,1,18778700092,1,DAIRY,7978
36,139283,6,84105802400,1,PERSONAL CARE,1411
5,84007,4,30299391816,1,BEAUTY,4501
38,7433,6,2500005278,1,DAIRY,1407
36,62424,7,72432886030,1,OFFICE SUPPLIES,3624
37,52262,6,2840005598,1,DSD GROCERY,9267
36,107632,1,1111104094,1,PERSONAL CARE,3181
37,59158,7,7874203524,1,DSD GROCERY,9220
3,42299,4,60538802945,1,IMPULSE MERCHANDISE,1001
36,113486,2,4011,1,PRODUCE,5501
37,49571,6,68113109119,1,PRODUCE,704
5,42979,4,31254742855,1,PERSONAL CARE,801
37,157151,2,68113132894,1,PRODUCE,7002
38,111429,1,72225210090,2,PHARMACY OTC,549
37,52687,6,4065,1,PRODUCE,8101
5,157552,2,1225811110,1,PHARMACY OTC,4078
37,184666,7,33383400105,1,PRODUCE,6201
3,73740,2,60538887953,1,FINANCIAL SERVICES,285
3,77546,3,60538862128,1,FINANCIAL SERVICES,0
37,156572,2,7248600220,2,GROCERY DRY GOODS,4157
37,100914,7,8596880120,1,GROCERY DRY GOODS,3813
36,156760,2,1700012158,1,PERSONAL CARE,3183
37,44591,5,5000035022,2,DAIRY,1525
38,187502,7,88491211171,1,GROCERY DRY GOODS,3600
5,90120,5,7160301882,1,BEAUTY,3501
37,65569,1,60538800120,1,DAIRY,9127
37,128400,4,2900000822,1,DAIRY,1251
5,173981,5,68113168757,2,PHARMACY OTC,3534
36,65024,1,1910011872,1,BEAUTY,4650
37,22329,1,7800015216,1,DSD GROCERY,2403
38,160437,2,3800059921,1,GROCERY DRY GOODS,3555
37,111602,1,4045,1,PRODUCE,3004
37,102417,7,68113132896,1,PRODUCE,7070
5,83057,4,2471930701,1,HORTICULTURE AND ACCESS,8336
36,166778,3,3500014424,1,PERSONAL CARE,3171
37,110166,1,3421,1,PRODUCE,6425
38,74878,2,7566910642,1,GROCERY DRY GOODS,2708
38,107597,1,38151900307,1,PERSONAL CARE,5335
5,191123,7,3700074092,1,PHARMACY OTC,2207
37,2201,5,7874222936,1,FROZEN FOODS,1804
36,100823,7,67604560826,1,BEAUTY,2130
3,162754,3,68113163352,1,FINANCIAL SERVICES,278
36,45437,5,75680910528,1,BATH AND SHOWER,4903
37,159936,2,68896200201,1,PRODUCE,8609
37,190759,7,4670409640,1,FROZEN FOODS,9705
38,78518,3,2840016204,1,IMPULSE MERCHANDISE,808
37,120775,3,4140900229,1,PRODUCE,4209
37,160363,2,2733101946,1,COMM BREAD,3731
36,62916,7,4589303844,1,PERSONAL CARE,5023
3,157782,2,60538812236,1,FINANCIAL SERVICES,278
36,3354,5,7050105035,1,BEAUTY,4500
36,177563,5,2100003981,1,DAIRY,7958
37,184916,7,3338370001,1,PRODUCE,8405
36,86559,4,6827434661,2,DSD GROCERY,9207
37,86,5,7874235255,1,GROCERY DRY GOODS,2456
3,78239,3,60538812237,1,FINANCIAL SERVICES,277
5,20842,1,3500051002,1,PERSONAL CARE,202
37,99664,6,2840006404,1,DSD GROCERY,7002
36,41461,4,1650007410,1,PHARMACY OTC,601
36,113704,2,4900004573,1,DSD GROCERY,4611
38,55596,6,7874209965,1,BAKERY,4013
37,57408,7,71514171682,1,DAIRY,9022
37,175312,5,7874209397,1,INFANT CONSUMABLE HARDLINES,3163
37,136036,5,4040,1,PRODUCE,2600
36,168985,4,2240064336,1,PERSONAL CARE,5520
36,129862,4,38137004754,2,PERSONAL CARE,9109
37,29036,2,4889,1,PRODUCE,7907
38,66840,1,7680000696,1,DAIRY,8004
37,80714,3,20267000000,1,MEAT - FRESH & FROZEN,6159
36,85928,4,4.71E+11,1,SHOES,8407
37,62666,7,22592200000,1,MEAT - FRESH & FROZEN,1301
37,58581,7,81993301058,1,PERSONAL CARE,5022
38,149854,7,7874237147,1,GROCERY DRY GOODS,3818
5,32760,3,68113168759,1,PHARMACY OTC,3533
36,102401,7,4400002795,1,DSD GROCERY,4156
36,190461,7,7618316363,1,DSD GROCERY,3054
38,44498,5,7874235186,4,DAIRY,1508
37,66312,1,3710267500,1,PRODUCE,6920
37,132239,5,3400000240,1,IMPULSE MERCHANDISE,100
37,123205,3,4400003211,1,IMPULSE MERCHANDISE,804
38,101626,7,3800039122,1,GROCERY DRY GOODS,3600
36,132720,5,1600043639,1,DSD GROCERY,4659
37,94959,6,7940018898,1,PERSONAL CARE,5009
38,172703,5,4178900412,1,GROCERY DRY GOODS,3105
5,130556,4,2200000483,1,IMPULSE MERCHANDISE,135
38,190024,7,3000006507,1,GROCERY DRY GOODS,3600
38,71977,2,8000000674,3,GROCERY DRY GOODS,2901
36,57024,7,2827203313,1,PERSONAL CARE,6129
38,68304,1,7874235187,1,DAIRY,1508
